-90.11534686,29.66264055,BA20-156R
-90.12227742,29.66372932,BA20-157R
-90.15254758,29.72539697,BA20-15R
-90.12214252,29.72045938,BA20-16R
-90.13600560,29.71715254,BA20-17R
-90.14415966,29.69367352,BA20-18
-90.12431184,29.68324601,BA20-20
-90.17333358,29.68527809,BA20-21
-90.16527788,29.69222213,BA20-22
-90.16194420,29.70166611,BA20-23
-90.16250025,29.70666573,BA20-24
-90.15749976,29.71111092,BA20-25
-90.14972189,29.71750062,BA20-26
-90.16446233,29.68719441,BA20-27
-90.15908776,29.69246824,BA20-28
-90.15361120,29.70083325,BA20-29
-90.14222211,29.69916728,BA20-30
-90.14305529,29.70750103,BA20-31
-90.13722222,29.71722172,BA20-32
-90.14646505,29.68703543,BA20-33
-90.14305583,29.69277708,BA20-34
-90.11944451,29.68611202,BA20-35
-90.13305530,29.70333433,BA20-36
-90.12944469,29.71000018,BA20-37
-90.12361126,29.71388929,BA20-38
-90.13569886,29.67940262,BA20-39
-90.13305565,29.68666679,BA20-40
-90.12888901,29.69138825,BA20-41
-90.12361117,29.69861078,BA20-42
-90.11694420,29.70222220,BA20-43
-90.12722197,29.67444554,BA20-44
-90.11944423,29.68166555,BA20-45
-90.11444454,29.68611136,BA20-46
-90.11305563,29.69194353,BA20-47
-90.18638879,29.69055523,BA20-48R
-90.19027776,29.69944534,BA20-49R
-90.19777780,29.70305655,BA20-50R
-90.19861124,29.70666621,BA20-51R
-90.19111118,29.70972266,BA20-52R
-90.19000003,29.71555494,BA20-53R
-90.11482922,29.66451654,BA20-54R
-90.11972207,29.66499959,BA20-55R
-90.11416686,29.66388881,BA20-56R
-90.12111099,29.66305458,BA20-57R
-90.12433737,29.66348995,BA20-90R
-90.13887584,29.72489678,BA20-91R
-90.16802328,29.67603923,BA20-98R
-90.08738882,29.60156679,BA23-01
-90.07266742,29.60129901,BA23-02R
-90.09429329,29.63542735,BA23-101
-90.09987184,29.63161044,BA23-102
-90.09356310,29.62684090,BA23-103
-90.09272910,29.62447538,BA23-104
-90.10245774,29.62465458,BA23-105
-90.09677170,29.62503975,BA23-106
-90.09788111,29.62109110,BA23-107
-90.09362180,29.61891210,BA23-108
-90.09736423,29.61616885,BA23-109
-90.09470674,29.60990545,BA23-110
-90.08678696,29.61936861,BA23-111
-90.08770290,29.61563002,BA23-112
-90.08284987,29.61580291,BA23-113
-90.08500568,29.61011868,BA23-114
-90.08081170,29.61091253,BA23-115
-90.08724719,29.60207326,BA23-116
-90.07808824,29.60500816,BA23-117
-90.08705435,29.59507468,BA23-118
-90.08340811,29.59839476,BA23-119
-90.07792372,29.59899556,BA23-120
-89.91950357,29.29030927,BA28-01
-89.91948081,29.29031776,BA28-01R
-89.91944764,29.29033052,BA28-02
-89.91942609,29.29034130,BA28-02R
-89.91919382,29.29045318,BA28-03
-89.91917357,29.29046399,BA28-03R
-89.91912727,29.29048547,BA28-04
-89.91910437,29.29049847,BA28-04R
-89.91889699,29.29059514,BA28-05
-89.91887359,29.29060362,BA28-05R
-89.91963487,29.28974863,BA28-06
-89.91961454,29.28976169,BA28-06R
-89.91957974,29.28978569,BA28-07
-89.91955877,29.28979873,BA28-07R
-89.91948339,29.28984659,BA28-08
-89.91946371,29.28985967,BA28-08R
-89.91925359,29.28998333,BA28-09
-89.91923205,29.28999411,BA28-09R
